Y
4
5,309584875
5,568173915
5,800861917
5,818766181
5,899554424
5,975196958
5,783031171
5,899926164
5,821046923
5,854443995
6,026080695
5,946430765
5,796668183
5,740160915
5,808651957
5,724932321
5,627712543
5,856219343
5,861466347
5,881734463
6,032843934
5,806998312
5,610378643
5,688403404
5,62358312
5,67183764
5,740114893
5,66361673
5,764487322
5,743167989
5,851010319
5,972094346
5,926199473
5,774812238
5,585718174
5,816800395
5,918700486
5,85056525
5,873165574
6,012571669
5,872899121
5,775688358
5,664556695
5,541261228
5,65790989
5,827027938
5,810243714
5,954352305
5,951439204
6,018634229
5,982267103
5,727664838
5,81972038
5,773592425
5,722834784
5,884638261
6,030327443
6,070726083
6,079392501
5,983086472
5,995140697
5,791000481
5,685090275
5,858651482
5,856795347
5,807892439
5,739169596
5,646058077
5,759064271
5,963686414
5,990409452
5,938933591
5,764840145
5,843092677
6,025495438
5,83955729
5,863815853
5,94733836
5,899226732
5,696201615
5,53374261
5,494995069
5,635867784
5,778884534
5,76107007
5,667817534
5,595796556
5,75916339
5,844052094
5,977089212
6,076778539
5,863411176
5,770964628
5,804521567
5,713732287
5,84096936
6,00310478
5,93399885
5,874840283
5,772906499
5,769365872
5,926157876
5,806131663
5,799062476
5,78221132
5,677494899
5,609668946
5,722180316
5,719869255
5,64923883
5,87816344
5,857022169
5,921054192
6,015169131
5,770354563
5,658252095
5,588614904
5,506888686
5,498153393
5,652308277
5,937866624
6,106455454
6,125300795
6,024335972
5,772897499
5,853447133
6,00586048
6,104328661
6,084836635
5,865903044
5,818988423
5,772409518
5,865171727
5,872835441
5,678332623
5,783703589
5,824991141
5,777473867
5,76582378
5,721478748
5,801174383
5,862034004
6,008223805
5,831821203
5,637456657
5,868640235
5,957667645
5,830244979
5,755865665
5,782866346
5,770700698
5,851134846
5,73140998
5,659481902
5,753704927
5,9172095
6,03923171
5,799789531
5,638535356
5,562614604
5,631107632
5,77833512
5,715851116
5,79996734
5,707471735
5,785355106
5,932467125
5,961839585
5,817520276
5,829200625
6,012821739
5,949213585
6,014037381
6,046983736
5,93878271
5,756191124
5,771963467
5,723583943
5,875722611
5,869381098
5,778643254
5,961772785
6,083705349
5,911006274
5,93237562
5,95287676
5,814839981
5,672247624
5,711193855
5,620924277
5,570107831
5,741853722
5,892327535
6,005454335
5,881291994
5,876456255
5,929509252
5,855604658
5,789496256
5,702925285
5,889553246
5,866834417
5,935317743
6,018492484
6,05552305
6,118635432
6,119668703
6,149983044
5,867337671
5,697895888
5,896300136
5,778623941
5,712696842
5,836253144
5,985012967
6,11371885
6,152912312
6,131955325
5,856895077
5,621466503
5,54596384
5,793972589
5,959161252
5,871680196
5,813089963
5,874662862
5,75304016
5,742655546
5,799125094
5,810023095
5,841961095
5,826937334
5,943058458
5,816059974
5,835157462
5,766578248
5,800444729
5,791252163
5,907533013
6,012208313
6,079598242
6,157459
6,175345859
5,946124219
5,730202416
5,781740557
5,875024851
5,90883439
5,971541793
5,874358741
5,84830665
5,901186257
5,806330942
5,905823377
5,970420277
5,875225547
5,973760445
6,00135944
5,810932112
5,92671418
5,927686611
5,942049882
5,818344268
5,741760142
5,825234678
5,984224346
6,086532731
5,999164019
6,035473459
5,812432337
5,729835957
5,804099102
5,808266126
5,781867124
5,62435105
5,602875429
5,753506961
5,788196539
5,671589765
5,607267618
5,726440717
5,883262007
5,811792976
5,915272442
6,014893891
5,830981094
5,764792909
5,80552192
5,737783874
5,624362304
5,656466083
5,641997013
5,615721756
5,871793682
5,842195223
5,741723994
5,853649683
5,878345436
